Id,SalePrice
215,115525.63222705969
266,224354.90935165947
2402,291847.86036941665
1250,126390.67721198103
1984,131858.9086132323
1279,149407.92791648675
377,242866.01330181677
1252,125743.51652256597
2156,254871.35695168795
499,326376.2685257471
1374,131545.54493108066
2898,246427.63279540208
401,117770.776956897
2721,165016.0461611693
2078,230392.9406213176
2589,127855.44658784347
1946,239714.27998680272
1334,115306.59763405053
2781,212365.6673810461
431,401880.91236246587
576,191463.21946486528
1474,205517.33293559798
2254,158469.94484840462
2155,262682.3680128725
885,102099.39515697467
643,140577.70340308384
1944,118769.65658429591
480,185782.1883274241
2845,86744.40084827051
2387,319343.4430426762
2407,206136.87408508523
2527,167216.0480538027
2514,138948.91380911064
629,153428.3237510561
80,189747.19582030235
1876,136797.9181570327
1546,123550.08481133392
2518,160225.99717065808
2347,150877.75086024404
783,231354.96164865606
1322,50204.37465312029
194,79563.21088605758
1770,307582.912637257
2143,166292.40162784467
1229,223652.89839231805
511,277303.6452135574
46,224432.1953436369
1348,149840.6014038414
2465,203934.4946455357
387,223429.6624403007
873,225103.92582319537
1918,134971.12375100865
2764,223569.40496935067
2184,130072.0094472008
934,117723.34005522542
1920,134530.3462966798
2631,145209.76308035292
1768,585233.571730417
2040,117102.49063145788
1749,212085.72488062945
834,246799.65387961362
1457,226677.34321250021
79,100839.67022595915
2302,129799.27891801833
1817,138821.51628593146
2755,232068.70038279495
359,171667.71739270398
2059,96573.31167976605
2092,224576.13691886165
2516,215533.17379767005
150,120104.18864751037
1656,109355.70965090394
83,87866.38882264914
2411,181515.44688851712
795,77970.11037527991
2312,219040.74502534675
2917,104718.49989726895
1624,167365.97826751368
2215,297328.2049132772
1211,149200.05779001815
1485,160970.12658167607
1024,172378.85896853032
570,200407.11138164392
2874,136613.94918370538
700,119195.60951396113
2756,213746.49664212088
2022,184852.86377526377
583,223315.05739132292
2392,395923.7661046148
2424,160299.96786962054
212,130142.43872287974
736,134309.37773746415
1610,160538.10101256054
890,115697.34289594344
467,181132.28772766388
578,197198.27904732944
1747,193452.84235147212
1149,140480.37686051626
2758,263541.121484722
857,147904.3217539381
2219,251121.02023610123
733,102989.741059085
2909,101251.75197066483
1798,247520.4832642458
235,130542.88999889418
2366,117741.01069817937
1027,137983.4071516972
1195,133496.00795335765
1303,43798.82103988796
148,196953.28321029572
608,164115.4321300761
2515,207332.89433563873
821,285488.99880049145
2500,269525.19596407725
745,107093.78501841065
741,138260.40190548566
1611,139681.6345884141
2532,130630.96425901144
1081,223464.19498266163
1692,448091.8918895705
2520,169505.77980063355
276,124610.45944862219
1992,132805.2164128496
663,45875.39241153933
418,124099.39787471923
1733,202402.12037323648
2359,154043.07383433764
253,179869.76841659565
1518,158158.0076180139
2035,140611.6627756178
2919,69601.17990732333
1540,249446.21744853375
2120,157382.82596723072
1674,154781.3047430222
256,149026.4127982488
2361,116285.8057788501
978,58377.32853832049
2280,162892.86878207198
2095,218452.64509577537
1709,333883.6612040193
2801,246742.65288510546
1246,107562.60601200664
2373,96935.3950569419
1055,304690.69628806645
2017,126541.06239535427
1099,298037.76616879343
1344,83670.7220844907
835,188747.19707153155
1117,242687.08926733793
2043,81981.98814168584
2085,128568.74588214827
410,138874.42141506355
2650,118966.61511105672
2867,186173.8726846067
1668,114482.95067270834
1161,156971.99473490356
2122,173388.80093195138
2539,160436.53691675537
1047,138149.07195935957
1445,134114.68082755804
541,128194.55938913266
569,227231.6216439919
1276,108166.77405009745
918,154958.18159836135
326,174891.84413224552
1936,124253.45639094384
895,97361.18379828299
257,172671.18734878814
1241,184176.6993023979
1545,124895.2809189891
1189,164986.34720813425
270,133553.27464828477
2066,178680.34759964584
693,110342.14754156
1259,150487.9464024871
2916,156137.50270458823
2321,288851.39783907053
1977,90785.11660875205
1895,143688.37036740337
1240,172124.5644736099
85,143785.1964543541
1823,118928.27089446853
825,293283.70884008287
110,228021.00895181973
697,120703.96907587384
2297,113084.3397302652
1231,140794.93716910167
1355,145106.39162851323
968,361772.1769668849
584,224598.14607378026
1315,131945.3519810657
1606,153503.6625991856
206,101920.95235692721
1685,393669.45340578724
2016,143957.2605390359
869,199676.97401446104
2135,120376.482037963
2346,174603.33926443302
2430,216781.3515363026
2198,86369.25697304204
2652,119831.64761903463
27,114833.9409704227
241,155087.37019956426
906,125161.10450833943
1506,134385.06615988025
2098,370029.0611741515
1435,226322.83521295106
2213,157371.68252483476
1274,128664.63459718484
743,15960.06074769597
1737,197619.22612909577
2797,263729.5166466241
2185,62921.89700923988
58,167552.23036397854
830,201723.5048186339
808,108564.66472145333
680,147826.48809000046
1153,91658.83323064446
1291,139691.4195465329
1818,142833.50644398294
2161,188645.1186065782
1883,119144.26964654436
350,370144.5179922462
2473,149705.66975117812
295,188759.98615560227
293,195159.93528053002
859,138680.2164811995
288,53577.880817258265
1578,152553.98718052544
102,196916.16657267627
2831,137002.29864129715
1030,161746.39842668804
2551,152558.33470115822
1286,165238.35071132798
958,323702.59474985953
776,129376.45858269674
72,262912.3808676
2263,255371.453608867
1866,155309.78302308917
2876,62151.58628149505
2146,233789.7760109997
103,164681.75836061896
1500,125330.66890172788
492,193478.4924980451
167,158198.07350772014
2597,116662.04863306636
2685,109720.94631250564
1035,155216.65819581388
1220,73814.92851624603
2602,153298.05940644746
2159,206665.0937704693
695,139701.95409923478
1109,278195.6743710488
640,191780.3808938166
1652,139904.66758987284
2090,155075.75980069523
1188,188425.77276808536
2345,236039.5517245466
1059,407765.9309717892
2751,239648.6383572698
128,218872.98714594916
1523,186376.52213120472
2925,190981.7025290036
2145,287186.8053740077
1121,218270.65097227157
566,253613.47812177218
565,259472.7074840148
1331,147152.6558674269
2928,123576.96675647481
156,144012.56325187348
797,138862.0016770456
327,77976.80455723288
2859,148876.32354603312
1453,125576.91409133468
1762,342186.6807106666
1868,202687.4885715705
1760,177876.7156938496
1113,221458.77204850642
1812,185579.30277877627
117,152062.94459765172
1142,209580.77052236628
2342,438586.3035278041
927,157388.25590052095
2478,185564.61938281392
655,86795.48471824976
2064,119000.08818956208
369,296937.8300386169
2239,111346.35779133742
2732,210474.3594441095
1653,153061.4401175297
959,234378.15999542433
2395,357815.46219550865
1412,116292.15949866804
271,247491.13193752477
1484,137742.34385541314
1497,160195.00504305423
552,164295.8810280658
2,128795.43925978965
1855,308319.1141727152
4,277840.05369110126
2292,138321.24923523318
134,148758.08849080408
646,114042.10422815313
42,312866.81372367823
532,229396.77126901876
713,81507.28064366581
2561,136426.28775405476
2360,134044.42799765687
1333,119848.62721436843
1407,236688.88623344922
2892,291824.0048673502
574,209281.2851743386
1227,193111.92870111053
2591,203098.12836844195
1476,213872.42115727463
1125,267080.848238582
1446,143808.76484410244
408,122424.91991934157
1101,289903.3678327331
2251,189802.65268930513
373,181992.64091442677
2554,135084.52573829237
2382,258466.52254281868
1985,82929.98733181879
519,234585.18105695024
1093,196728.3319839139
864,239421.22752428893
2889,139980.41417485278
2308,207027.9495472568
986,170676.2012663961
1302,150823.6089485644
585,164197.8041761096
2708,147554.43797536287
147,138219.81637269352
1441,216808.5521517871
383,193305.77416577993
285,144646.01591294748
181,98349.59885308577
358,211029.96916138427
780,175052.83798108448
258,189298.33205562492
1865,235707.1384745892
692,108944.04429215612
2902,335766.64304450457
508,251799.3107691002
2638,159039.17565926362
36,144385.50366843084
611,169479.43960491568
2281,170633.99627718015
1678,126919.76411832112
1696,474550.55293380003
1557,91702.75238468358
2180,166252.43641192804
1726,211465.75861421274
951,145156.1101543723
267,220502.3337044178
2706,139905.2844269895
2221,258245.07141475496
1357,206830.12558845407
2901,316067.6847839155
347,166363.2659006042
2164,191582.6601072637
1586,296973.9356891841
360,145192.42931656854
1769,274045.92495256895
2617,171736.9285819626
1879,124980.12563405768
991,239210.0249982567
1535,132955.35932273883
1191,144458.42444538488
1579,217655.80868818727
1882,142378.62227213348
1510,144395.89654118114
2196,155696.0375467908
1845,180034.36350256298
2336,405583.82132380316
942,86918.4450862119
861,128732.80224586756
2555,119017.13016533386
1392,174929.13712524076
2099,252513.98909005662
1543,110702.36035859596
948,293748.7738578811
1239,187140.92560094397
22,176592.8766997608
2796,240349.42375686462
2747,183434.3344726708
92,294447.42167547974
210,172840.93150950572
1858,191586.64446995198
2228,151948.47283440444
447,239780.0040113083
827,241391.76137303817
1649,210061.56778912013
682,139515.3033968422
2698,93353.36480114365
494,170382.330157317
214,90905.55226338946
2441,239891.40566969197
2679,104199.71152171271
1336,122881.40816879552
465,170677.06014652946
1524,157310.03910887754
2543,106462.39916848962
631,145711.47352402343
2452,317473.65906800097
228,162366.24651639652
126,183186.12352056173
1092,235470.58929439867
1122,228738.74455263722
932,243818.78620798164
1980,65702.41848544078
2171,108470.3624902285
551,155333.40840419405
2768,165272.20257155458
2056,107553.29728254699
1159,352480.7846985711
2645,122269.16701227566
1174,168210.65183152654
2266,199517.37364262668
2462,387954.8182484866
1219,141757.6078389387
2922,182688.8777160577
118,142492.66183205415
474,143381.04722409789
2576,150354.80835418554
872,288123.58371525886
1077,196557.50187227386
1536,155735.911545811
1150,109232.89609148481
2341,344743.8921843916
1931,166265.9097273862
2785,140474.92177867354
2538,123255.67630413431
597,205313.2901503332
464,198590.29105697782
233,217696.49157457077
2169,136140.20221286756
2123,168683.77768451662
1867,176976.26590293925
137,256131.39083812316
515,247355.3431921068
933,103412.0923885688
2784,170601.4641912569
972,166481.639316031
599,182881.7117953035
2614,122724.10603192763
2582,150649.76178940083
1409,164400.3475208016
175,102218.8577849667
352,230909.014170903
976,82339.16116238083
2134,187728.3040193501
984,116462.51671264507
2396,361215.6869377957
1673,134312.2818693451
404,123561.99297025008
607,164830.47206819465
814,145017.5386449669
868,187253.98880107747
2271,205501.41042763274
1633,239204.3483258544
337,176230.30406997853
2765,211571.47541851224
1746,246127.49489369127
368,340396.02774729347
2806,205924.96374379285
1662,199439.23852477781
1234,213270.33099858905
1373,123348.47441700171
1672,110642.30196373013
1939,121059.35281285376
